t_s,omega_x,omega_y,omega_z
  9.60000000E+02,  1.89431981E-03, -9.99880711E-02,  4.98561100E-04
  9.61000000E+02,  2.04970270E-03, -9.99860281E-02,  5.37976527E-04
  9.62000000E+02,  2.21738292E-03, -9.99836427E-02,  5.80619613E-04
  9.63000000E+02,  2.39836521E-03, -9.99808576E-02,  6.26745865E-04
  9.64000000E+02,  2.59373367E-03, -9.99776060E-02,  6.76631577E-04
  9.65000000E+02,  2.80465816E-03, -9.99738095E-02,  7.30575452E-04
  9.66000000E+02,  3.03240112E-03, -9.99693771E-02,  7.88900354E-04
  9.67000000E+02,  3.27832500E-03, -9.99642022E-02,  8.51955196E-04
  9.68000000E+02,  3.54390018E-03, -9.99581605E-02,  9.20116967E-04
  9.69000000E+02,  3.83071342E-03, -9.99511068E-02,  9.93792913E-04
  9.70000000E+02,  4.14047704E-03, -9.99428718E-02,  1.07342288E-03
  9.71000000E+02,  4.47503866E-03, -9.99332578E-02,  1.15948181E-03
  9.72000000E+02,  4.83639165E-03, -9.99220340E-02,  1.25248245E-03
  9.73000000E+02,  5.22668629E-03, -9.99089310E-02,  1.35297819E-03
  9.74000000E+02,  5.64824167E-03, -9.98936347E-02,  1.46156615E-03
  9.75000000E+02,  6.10355827E-03, -9.98757781E-02,  1.57889040E-03
  9.76000000E+02,  6.59533141E-03, -9.98549335E-02,  1.70564546E-03
  9.77000000E+02,  7.12646532E-03, -9.98306015E-02,  1.84257986E-03
  9.78000000E+02,  7.70008805E-03, -9.98021999E-02,  1.99050004E-03
  9.79000000E+02,  8.31956695E-03, -9.97690493E-02,  2.15027431E-03
  9.80000000E+02,  8.98852481E-03, -9.97303579E-02,  2.32283703E-03
  9.81000000E+02,  9.71085645E-03, -9.96852021E-02,  2.50919287E-03
  9.82000000E+02,  1.04907456E-02, -9.96325056E-02,  2.71042117E-03
  9.83000000E+02,  1.13326820E-02, -9.95710143E-02,  2.92768032E-03
  9.84000000E+02,  1.22414777E-02, -9.94992671E-02,  3.16221205E-03
  9.85000000E+02,  1.32222836E-02, -9.94155629E-02,  3.41534559E-03
  9.86000000E+02,  1.42806037E-02, -9.93179217E-02,  3.68850142E-03
  9.87000000E+02,  1.54223081E-02, -9.92040403E-02,  3.98319460E-03
  9.88000000E+02,  1.66536430E-02, -9.90712409E-02,  4.30103728E-03
  9.89000000E+02,  1.79812357E-02, -9.89164131E-02,  4.64374014E-03
  9.90000000E+02,  1.94120951E-02, -9.87359460E-02,  5.01311238E-03
  9.91000000E+02,  2.09536038E-02, -9.85256531E-02,  5.41105975E-03
  9.92000000E+02,  2.26135006E-02, -9.82806851E-02,  5.83957995E-03
  9.93000000E+02,  2.43998495E-02, -9.79954330E-02,  6.30075476E-03
  9.94000000E+02,  2.63209928E-02, -9.76634197E-02,  6.79673777E-03
  9.95000000E+02,  2.83854827E-02, -9.72771791E-02,  7.32973681E-03
  9.96000000E+02,  3.06019864E-02, -9.68281241E-02,  7.90198951E-03
  9.97000000E+02,  3.29791595E-02, -9.63064035E-02,  8.51573040E-03
  9.98000000E+02,  3.55254785E-02, -9.57007502E-02,  9.17314786E-03
  9.99000000E+02,  3.82490254E-02, -9.49983230E-02,  9.87632843E-03
  1.00000000E+03,  4.11572151E-02, -9.41845481E-02,  1.06271864E-02
